Package,Class,Method Name
org/apache/commons/math3/optim/nonlinear/scalar/gradient,org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer$BracketingStep,getBracketingStep
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/BracketFinder,getMaxEvaluations
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/BracketFinder,getEvaluations
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/BracketFinder,getFLo
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/BracketFinder,getFHi
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/BracketFinder,getFMid
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/UnivariateMultiStartOptimizer,getConvergenceChecker
org/apache/commons/math3/optimization/univariate,org/apache/commons/math3/optimization/univariate/UnivariateMultiStartOptimizer,getMaxEvaluations
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/GLSMultipleLinearRegression,calculateErrorVariance
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/SimpleRegression,addObservations
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/SimpleRegression,hasIntercept
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/MillerUpdatingRegression,getOrderOfRegressors
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/AbstractMultipleLinearRegression,estimateRegressandVariance
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/RegressionResults,getNumberOfParameters
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/RegressionResults,getTotalSumSquares
org/apache/commons/math3/stat/regression,org/apache/commons/math3/stat/regression/RegressionResults,hasIntercept
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/Vector1D,dotProduct
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/Interval,getLower
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/Interval,getUpper
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/Interval,getLength
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/Interval,getMidPoint
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/SubOrientedPoint,getSize
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/IntervalsSet$SubIntervalsIterator,remove
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/OrientedPoint,getOffset
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/OrientedPoint,wholeSpace
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/OrientedPoint,project
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/OrientedPoint,getTolerance
org/apache/commons/math3/geometry/euclidean/oned,org/apache/commons/math3/geometry/euclidean/oned/OrientedPoint,revertSelf
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/LinearConstraint,hashCode
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/SimplexTableau,setEntry
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/SimplexTableau,getNumDecisionVariables
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/SimplexTableau,hashCode
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/Relationship,toString
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/LinearObjectiveFunction,getValue
org/apache/commons/math3/optimization/linear,org/apache/commons/math3/optimization/linear/LinearObjectiveFunction,hashCode
org/apache/commons/math3/util,org/apache/commons/math3/util/Incrementor$2,setMaximalCount
org/apache/commons/math3/util,org/apache/commons/math3/util/Incrementor$2,resetCount
org/apache/commons/math3/util,org/apache/commons/math3/util/Incrementor$2,incrementCount
org/apache/commons/math3/util,org/apache/commons/math3/util/Combinations$SingletonIterator,remove
org/apache/commons/math3/util,org/apache/commons/math3/util/CentralPivotingStrategy,pivotIndex
org/apache/commons/math3/util,org/apache/commons/math3/util/BigRealField,getRuntimeClass
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMath,incrementExact
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMath,decrementExact
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMath,main
org/apache/commons/math3/util,org/apache/commons/math3/util/MultidimensionalCounter$Iterator,getCount
org/apache/commons/math3/util,org/apache/commons/math3/util/MultidimensionalCounter$Iterator,getCounts
org/apache/commons/math3/util,org/apache/commons/math3/util/MultidimensionalCounter$Iterator,remove
org/apache/commons/math3/util,org/apache/commons/math3/util/MathArrays,equals
org/apache/commons/math3/util,org/apache/commons/math3/util/MathArrays,equalsIncludingNaN
org/apache/commons/math3/util,org/apache/commons/math3/util/MathArrays,shuffle
org/apache/commons/math3/util,org/apache/commons/math3/util/MathArrays,shuffle
org/apache/commons/math3/util,org/apache/commons/math3/util/MathArrays,verifyValues
org/apache/commons/math3/util,org/apache/commons/math3/util/CombinatoricsUtils,combinationsIterator
org/apache/commons/math3/util,org/apache/commons/math3/util/IterationManager,getMaxIterations
org/apache/commons/math3/util,org/apache/commons/math3/util/IterationManager,removeIterationListener
org/apache/commons/math3/util,org/apache/commons/math3/util/RandomPivotingStrategy,pivotIndex
org/apache/commons/math3/util,org/apache/commons/math3/util/ContinuedFraction,evaluate
org/apache/commons/math3/util,org/apache/commons/math3/util/ContinuedFraction,evaluate
org/apache/commons/math3/util,org/apache/commons/math3/util/MultidimensionalCounter,toString
org/apache/commons/math3/util,org/apache/commons/math3/util/TransformerMap,hashCode
org/apache/commons/math3/util,org/apache/commons/math3/util/Combinations$LexicographicIterator,remove
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,byteValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,shortValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,intValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,longValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,floatValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,doubleValue
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,compareTo
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,toString
org/apache/commons/math3/util,org/apache/commons/math3/util/Decimal64,log10
org/apache/commons/math3/util,org/apache/commons/math3/util/OpenIntToFieldHashMap,readObject
org/apache/commons/math3/util,org/apache/commons/math3/util/Precision,equals
org/apache/commons/math3/util,org/apache/commons/math3/util/Precision,equalsIncludingNaN
org/apache/commons/math3/util,org/apache/commons/math3/util/Precision,equalsIncludingNaN
org/apache/commons/math3/util,org/apache/commons/math3/util/DefaultTransformer,hashCode
org/apache/commons/math3/util,org/apache/commons/math3/util/IntegerSequence$Incrementor,canIncrement
org/apache/commons/math3/util,org/apache/commons/math3/util/IntegerSequence$Incrementor,remove
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,binomialCoefficient
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,binomialCoefficientDouble
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,binomialCoefficientLog
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,factorial
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,factorialDouble
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,factorialLog
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,pow
org/apache/commons/math3/util,org/apache/commons/math3/util/ArithmeticUtils,stirlingS2
org/apache/commons/math3/util,org/apache/commons/math3/util/BigReal,getRoundingMode
org/apache/commons/math3/util,org/apache/commons/math3/util/BigReal,setRoundingMode
org/apache/commons/math3/util,org/apache/commons/math3/util/BigReal,setScale
org/apache/commons/math3/util,org/apache/commons/math3/util/BigReal,getField
org/apache/commons/math3/util,org/apache/commons/math3/util/ResizableDoubleArray,getContractionCriteria
org/apache/commons/math3/util,org/apache/commons/math3/util/ResizableDoubleArray,getInternalLength
org/apache/commons/math3/util,org/apache/commons/math3/util/ResizableDoubleArray,getInternalValues
org/apache/commons/math3/util,org/apache/commons/math3/util/ResizableDoubleArray,setInitialCapacity
org/apache/commons/math3/util,org/apache/commons/math3/util/ResizableDoubleArray,start
org/apache/commons/math3/util,org/apache/commons/math3/util/IterationManager$1,trigger
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,<clinit>
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,buildSinCosTables
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,slowCos
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,slowSin
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,slowexp
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,split
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,resplit
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,splitMult
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,splitAdd
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,splitReciprocal
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,quadMult
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,expint
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,slowLog
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,printarray
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,printarray
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,format
org/apache/commons/math3/util,org/apache/commons/math3/util/FastMathCalc,checkLen
org/apache/commons/math3/exception/util,org/apache/commons/math3/exception/util/DummyLocalizable,getSourceString
org/apache/commons/math3/exception/util,org/apache/commons/math3/exception/util/DummyLocalizable,getLocalizedString
org/apache/commons/math3/exception/util,org/apache/commons/math3/exception/util/DummyLocalizable,toString
org/apache/commons/math3/exception/util,org/apache/commons/math3/exception/util/ExceptionContext,getThrowable
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/DoublePoint,toString
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getK
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getMaxIterations
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getRandomGenerator
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getEmptyClusterStrategy
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getPointFromLargestVarianceCluster
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getPointFromLargestNumberCluster
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer,getFarthestPoint
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/MultiKMeansPlusPlusClusterer,getClusterer
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/MultiKMeansPlusPlusClusterer,getNumTrials
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/MultiKMeansPlusPlusClusterer,getClusterEvaluator
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer,getMembershipMatrix
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer,getDataPoints
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer,getClusters
org/apache/commons/math3/ml/clustering,org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer,getObjectiveFunctionValue
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,copy
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,copy
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,evaluate
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,evaluate
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,isBiasCorrected
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,setBiasCorrected
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/SemiVariance,getVarianceDirection
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/VectorialMean,hashCode
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/Variance,evaluate
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/Variance,isBiasCorrected
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/StandardDeviation,evaluate
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/StandardDeviation,evaluate
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/StandardDeviation,isBiasCorrected
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/GeometricMean,getSumLogImpl
org/apache/commons/math3/stat/descriptive/moment,org/apache/commons/math3/stat/descriptive/moment/VectorialCovariance,hashCode
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Asin,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Asin,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Identity,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Inverse,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Log10,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Log10,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Cos,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Logit$Parametric,gradient
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Sqrt,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atan,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atan,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Expm1,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Expm1,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Exp,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Exp,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Logistic$Parametric,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Power,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Subtract,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Asinh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Asinh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Asinh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Minus,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Sinh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Sinh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Log1p,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Log1p,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Gaussian,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Logit,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Constant,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Acos,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Acos,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Log,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Tanh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Tanh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/HarmonicOscillator,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Cbrt,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Cbrt,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Tan,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Tan,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atan2,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Cosh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Acosh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Acosh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Acosh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atanh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atanh,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Atanh,value
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Sigmoid,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Logistic,derivative
org/apache/commons/math3/analysis/function,org/apache/commons/math3/analysis/function/Sinc,derivative
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/BracketingNthOrderBrentSolverDFP,getRelativeAccuracy
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpDec,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/Dfp,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/Dfp,newInstance
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/Dfp,toSplitDouble
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/Dfp,round
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/Dfp,log10
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpMath,split
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,setIEEEFlags
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,newDfp
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,newDfp
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getSqr2
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getSqr2Reciprocal
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getSqr3
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getSqr3Reciprocal
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getE
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getLn5
org/apache/commons/math3/dfp,org/apache/commons/math3/dfp/DfpField,getLn10
org/apache/commons/math3/stat/descriptive/rank,org/apache/commons/math3/stat/descriptive/rank/Median,withKthSelector
org/apache/commons/math3/stat/descriptive/rank,org/apache/commons/math3/stat/descriptive/rank/Percentile,setData
org/apache/commons/math3/stat/descriptive/rank,org/apache/commons/math3/stat/descriptive/rank/Percentile,copy
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator$1,getDimension
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator$1,computeDerivatives
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ContinuousOutputModel,getInterpolatedSecondaryState
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ContinuousOutputModel,getInterpolatedSecondaryDerivatives
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator,getStarterIntegrator
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator,getMinReduction
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator,getMaxGrowth
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepIntegrator,getSafety
org/apache/commons/math3/ode,org/apache/commons/math3/ode/AbstractParameterizable,getParametersNames
org/apache/commons/math3/ode,org/apache/commons/math3/ode/AbstractIntegrator,getMaxEvaluations
org/apache/commons/math3/ode,org/apache/commons/math3/ode/AbstractIntegrator,getEvaluationsCounter
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterJacobianWrapper,getParametersNames
org/apache/commons/math3/ode,org/apache/commons/math3/ode/AbstractFieldIntegrator,getMaxEvaluations
org/apache/commons/math3/ode,org/apache/commons/math3/ode/AbstractFieldIntegrator,getEquations
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepFieldIntegrator,getStarterIntegrator
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepFieldIntegrator,getMinReduction
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepFieldIntegrator,getMaxGrowth
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepFieldIntegrator,getSafety
org/apache/commons/math3/ode,org/apache/commons/math3/ode/MultistepFieldIntegrator,getNSteps
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ExpandableStatefulODE,getPrimaryStateDot
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ExpandableStatefulODE,getSecondaryStateDot
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,getDimension
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,computeDerivatives
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,getParametersNames
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,isSupported
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,getParameter
org/apache/commons/math3/ode,org/apache/commons/math3/ode/ParameterizedWrapper,setParameter
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer,getInitialStepBoundFactor
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer,getCostRelativeTolerance
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer,getParameterRelativeTolerance
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer,getOrthoTolerance
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer,getRankingThreshold
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/OptimumImpl,getJacobian
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/OptimumImpl,getCost
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresBuilder,lazyEvaluation
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory$2,evaluate
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory,create
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory,create
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory,create
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory,weightDiagonal
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory,countEvaluations
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizer,getDecomposition
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizer,withDecomposition
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizer,toString
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation,getJacobian
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation,getPoint
org/apache/commons/math3/fitting/leastsquares,org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation,getResiduals
org/apache/commons/math3/transform,org/apache/commons/math3/transform/TransformUtils,exactLog2
org/apache/commons/math3/transform,org/apache/commons/math3/transform/FastHadamardTransformer,transform
org/apache/commons/math3/analysis/interpolation,org/apache/commons/math3/analysis/interpolation/InterpolatingMicrosphere,copy
org/apache/commons/math3/analysis/interpolation,org/apache/commons/math3/analysis/interpolation/InterpolatingMicrosphere,getSize
org/apache/commons/math3/analysis/interpolation,org/apache/commons/math3/analysis/interpolation/PiecewiseBicubicSplineInterpolatingFunction,isValidPoint
org/apache/commons/math3/analysis/interpolation,org/apache/commons/math3/analysis/interpolation/BicubicSplineFunction$3,value
org/apache/commons/math3/analysis/interpolation,org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolatingFunction,partialDerivativeXX
